regain,/rɪˈɡeɪn/,recuperar
cheat,/tʃit/,hacer trampa
invest,/ɪnˈvest/,invertir
splash,/splӕʃ/,salpicar|esparcirse|chapotear|exponer
rip,/rɪp/,rasgar|desgarrar
yawn,/jɔn/,bostezo
bury,/ˈber·i/,enterrar
temper,/ˈtem·pər/,templar|suavizar
frighten,/ˈfrɑɪ·t̬ən/,asustar
hesitate,/ˈhez·ɪˌteɪt/,vacilar|titubear
cease,/sis/,cesar|suspender
hint,/hɪnt/,insinuar|aconsejar
regard,/rɪˈɡɑrd/,considerar
tremble,/ˈtrem·bəl/,temblar
strain,/streɪn/,esforzarse al máximo|lesionar
boast,/boʊst/,alardear
mutter,/ˈmʌt̬·ər/,murmurar|refunfuñar
dig,/dɪɡ/,excavar|cavar
pollute,/pəˈlut/,contaminar|contaminado
trap,/træp/,coger|atrapar
tan,/tæn/,broncearse
loaf,/ləuf/,holgazanear
fancy,/ˈfӕnsi/,capricho|antojo|fantasía|imaginación
cheer,/tʃɪər/,gritar con entusiasmo|aclamar
wipe,/wɑɪp/,limpiar|secar
dare,/deər/,|atreverse a algo|desafiar a alguien a algo
soak,/soʊk/,remojar|poner a remojo|empapar
betray,/bɪˈtreɪ/,traicionar
prompt,/prompt/,mover|incitar|provocar|apuntar
mumble,/ˈmʌm·bəl/,hablar entre dientes|mascullar
ensure,/ɪnˈʃʊər/,asegurar
vary,/ˈveər·i/,variar
gather,/ˈɡæð·ər/,reunirse|recoger|deducir
devote,/dɪˈvoʊt/,dedicar
sweat,/swet/,sudar
reckon,/ˈrek·ən/,creer|pensar|estimar
quarrel,/ˈkwɔːr.əl/,pelearse|discutir
pour,/pɔr/,verter|servir
blink,/blɪŋk/,parpadear
rub,/rʌb/,frotar|restregar
concern,/kənˈsɜrn/,preocupar|concernir
dive,/daiv/,zambullirse|tirarse de cabeza|abalanzarse
persuade,/pərˈsweɪd/,persuadir
nod,/nɑd/,asentir con la cabeza|inclinación de cabeza
steer,/stɪr/,dirigir
bargain,/ˈbɑr·ɡən/,regatear
parade,/pəˈreɪd/,desfilar
gossip,/ˈɡosip/,chismorrear|cotillear|charlar|conversar
sneeze,/sniz/,estornudar
trick,/trɪk/,engañar|embaucar
clause,/kloːz/,oración|(group of words)
widen,/ˈwɑɪ·dən/,ensancharse
harvest,/ˈhɑr·vəst/,cosechar
burst,/bɜrst/,reventar
delight,/diˈlait/,deleitar|encantar|dar gusto
resign,/rɪˈzɑɪn/,dimitir|renunciar
slope,/sloʊp/,inclinarse
pick,/pɪk/,escoger|coger|discutir
trail,/treɪl/,arrastar
itch,/ɪtʃ/,picar|picazón|comezón
glance,/ɡlæns/,echar un vistazo|vistazo
inquire,/ɪnˈkwɑɪər/,hacer una consulta|preguntar
deceive,/diˈsiːv/,engañar|defraudar|mentir
despair,/dɪˈspeər/,desesperarse|perder la esperanza
